"Series","Mean","Standard Error","Lower Bound","Upper Bound","Variance","N","Indicator Name","Source","Source Organization","Source Note"
"SE.PRM.EFFT.1.M",80.99989679110419,2.9604156412238147,75.16768006492408,86.8321135172843,8.76406076880261,976,"(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.1.R",74.60694394260125,5.238140162455823,64.22512043393083,84.98876745127167,27.43811236153271,495,"(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.1.U",83.67337400801408,3.4674997952069946,76.80363151747562,90.54311649855254,12.023554829760549,924,"(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2",85.92180063914914,2.2356330596909864,81.51764480475138,90.3259564735469,4.998055177583281,1419,"(De Facto) Percent of teachers present in their schools during an announced visit","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2.F",83.15894441002705,4.665316233667303,73.9426679025305,92.37522091752359,21.76517556011967,443,"(De Facto) Percent of teachers present in their schools during an announced visit - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2.M",87.02794744219284,2.0090514993490283,83.0699816771502,90.98591320723548,4.036287927036579,976,"(De Facto) Percent of teachers present in their schools during an announced visit - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2.R",84.36526430062686,2.998210321026539,78.42290891695988,90.30761968429384,8.989265129110061,495,"(De Facto) Percent of teachers present in their schools during an announced visit - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2.U",86.79181436132022,3.0503334433417155,80.74855365370593,92.83507506893451,9.304534115568927,924,"(De Facto) Percent of teachers present in their schools during an announced visit - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT",6.918948856350308,1.6375081607719826,3.686749820645576,10.15114789205504,2.681432976594841,1193,"Teacher Content Knowledge","Global Education Policy Dashboard","World Bank","School survey.  The fraction of teachers scoring at least 80% on the teacher content knowledge exam on mathematics and language."
"SE.PRM.CONT.1",6.918948856350308,1.6375081607719826,3.686749820645576,10.15114789205504,2.681432976594841,1193,"(De Facto) Percent of teachers proficient in the subjects they teach","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.F",7.668652637045074,3.0302843439065645,1.66210336367093,13.675201910419219,9.182623204925239,294,"(De Facto) Percent of teachers proficient in the subjects they teach - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.M",6.694761950760503,1.6218112955747643,3.4934135672775306,9.896110334243476,2.6302718784538954,899,"(De Facto) Percent of teachers proficient in the subjects they teach - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.R",5.693240106435234,2.054192136894796,1.606042105902949,9.78043810696752,4.219705335280408,516,"(De Facto) Percent of teachers proficient in the subjects they teach - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.U",7.957352040994673,2.3705514475901315,3.235989653075899,12.678714428913446,5.619514165671668,677,"(De Facto) Percent of teachers proficient in the subjects they teach - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2",7.81785025968618,2.016024697929261,3.8385155359240075,11.797184983448354,4.064355582660768,576,"(De Facto) Percent of teachers proficient in the subject of language","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.F",8.556625941389537,3.454403578538164,1.7093987673678681,15.403853115411206,11.932904083417274,139,"(De Facto) Percent of teachers proficient in the subject of language - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.M",7.630202094553657,2.170347239406357,3.3460799864955115,11.914324202611802,4.710407139598795,437,"(De Facto) Percent of teachers proficient in the subject of language - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.R",6.081017952905983,2.1318950724799963,1.8392154841473713,10.322820421664595,4.544976600064489,257,"(De Facto) Percent of teachers proficient in the subject of language - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.U",9.315758947320584,3.240082466234068,2.862575446332258,15.76894244830891,10.49813438799744,319,"(De Facto) Percent of teachers proficient in the subject of language - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3",6.07845030580504,1.7976170521006614,2.5302199875958356,9.626680624014245,3.231427066003072,622,"(De Facto) Percent of teachers proficient in the subject of mathematics","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.F",6.983201974441767,3.2148869381348653,0.6107383338384684,13.355665615045066,10.33549802499017,157,"(De Facto) Percent of teachers proficient in the subject of mathematics - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.M",5.766204582253213,1.780637619520536,2.251343525128303,9.281065639378124,3.170670332051761,465,"(De Facto) Percent of teachers proficient in the subject of mathematics - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.R",5.332613170616511,2.381660144334405,0.5938565543119534,10.07136978692107,5.6723050431109785,260,"(De Facto) Percent of teachers proficient in the subject of mathematics - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.U",6.698207305649715,2.510260449447905,1.6985903254100192,11.69782428588941,6.301407524062397,362,"(De Facto) Percent of teachers proficient in the subject of mathematics - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG",14.345759165962441,3.0576653861920726,8.310626868903421,20.380891463021463,9.349317613917117,509,"Teacher Pedagogical Skills","Global Education Policy Dashboard","World Bank","School survey.  Based on TEACH ratings from classroom observations"
"SE.PRM.PEDG.1",14.345759165962441,3.0576653861920726,8.310626868903421,20.380891463021463,9.349317613917117,509,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score)","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.1.F",6.768799977821133,2.810087574737549,1.1992977613788733,12.338302194263392,7.89659217769436,130,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.1.M",16.275680851392657,3.7506748966289614,8.872403069613009,23.678958633172307,14.06756218020267,379,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.1.R",20.47641276228974,5.110699720667087,10.307723424783424,30.645102099796055,26.119251634826643,243,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.1.U",8.557654173477225,3.2541751572087825,2.077763588321549,15.037544758632901,10.589655953794804,266,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2",52.66696154933161,4.840813007742465,43.11230358741727,62.22161951124595,23.433470575928652,509,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score)","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2.F",48.40293634763744,10.34060729563697,27.908188863553082,68.8976838317218,106.92815924258052,130,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2.M",53.75304826296339,5.250870133374997,43.388606858467256,64.11748966745952,27.571637157569562,379,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2.R",52.740707291142876,4.73146526121546,43.32657557099103,62.15483901129472,22.38676351808868,243,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2.U",52.59733633080547,8.210805424833216,36.24753393892753,68.9471387226834,67.41732572447057,266,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3",40.46795175272073,4.326478660785343,31.92847218240712,49.00743132303434,18.718417602230932,509,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score)","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3.F",27.658143046754827,6.867341462670149,14.047295526823207,41.26899056668645,47.16037876490858,130,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3.M",43.73072867866071,4.972355602596174,33.916033784978104,53.54542357234332,24.724320238669563,379,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3.R",43.34370699887206,4.797727810077307,33.7977335914924,52.88968040625171,23.01819213958919,243,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3.U",37.752878549533115,6.847773943282493,24.1172185863458,51.38853851272043,46.892007978298665,266,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4",5.782731950261371,2.0478090403807636,1.740825162938683,9.82463873758406,4.193521865865184,509,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score)","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4.F",2.7370609307568667,1.3049601988562618,0.1506722412237007,5.323449620290033,1.7029211205989743,130,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4.M",6.558492568904745,2.526628067977039,1.5713022754225605,11.54568286238693,6.383849393889386,379,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4.R",9.403596640371404,4.061620576188461,1.3222457288580785,17.48494755188473,16.496761704917486,243,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4.U",2.364182090831272,0.6675972218323559,1.0348261885085186,3.693537993154025,0.44568605059827987,266,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT",2.6074417317634686,0.07588074401992032,2.457958067597236,2.7569253959297013,0.005757887313016673,258,"Basic Inputs","Global Education Policy Dashboard","World Bank","School survey.  Total score is the sum of whether a school has:   , Functional blackboard    - Pens, pencils, exercise books   - Textbooks   - Fraction of students in class with a desk    - Used ICT in class and have access to ICT in the school."
"SE.PRM.INPT.1",2.6074417317634686,0.07588074401992032,2.457958067597236,2.7569253959297013,0.005757887313016673,258,"(De Facto) Average number of classroom inputs in classrooms","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.1.R",2.47157749649457,0.11395885133430904,2.2457147579822565,2.697440235006883,0.012986619797435149,123,"(De Facto) Average number of classroom inputs in classrooms - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.1.U",2.786258992337302,0.08450137865968248,2.618846520593278,2.9536714640813257,0.007140482995387041,135,"(De Facto) Average number of classroom inputs in classrooms - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.3",54.88681581177337,3.6520288712393962,47.69238639012167,62.081245233425065,13.337314876366099,258,"(De facto) Percent of classrooms equipped with pens/pencils, textbooks, and exercise books","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.3.R",52.16037842372086,5.746348171655239,40.7713031627935,63.54945368464821,33.020517309885506,123,"(De facto) Percent of classrooms equipped with pens/pencils, textbooks, and exercise books - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.3.U",58.47520729605704,3.4697383934163963,51.6010297387135,65.3493848534006,12.039084518747796,135,"(De facto) Percent of classrooms equipped with pens/pencils, textbooks, and exercise books - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.2.R",95.36244790040443,2.0448466619674317,91.30962829488882,99.41526750592004,4.181397870959348,123,"(De Facto) Percent of classrooms with a functional blackboard and chalk - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.2.U",98.54287649552735,1.040655213412897,96.48115082579125,100.60460216526346,1.0829632732034422,135,"(De Facto) Percent of classrooms with a functional blackboard and chalk - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.4",68.21366131183785,4.291453823803551,59.7595765441142,76.6677460795615,18.416575921838124,258,"(De Facto) Percent of classrooms with basic classroom furniture","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.4.R",59.196031398324386,6.4484413035306565,46.41543037525268,71.97663242139609,41.58239524508015,123,"(De Facto) Percent of classrooms with basic classroom furniture - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.4.U",80.08218487737892,4.506222546276931,71.15454527354353,89.00982448121431,20.30604163657455,135,"(De Facto) Percent of classrooms with basic classroom furniture - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.5",5.634701880887037,1.84649682834295,1.9971372347158018,9.272266527058271,3.4095505370805737,260,"(De Facto) Percent of schools with access to EdTech","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.5.R",0,0,0,0,0,125,"(De Facto) Percent of schools with access to EdTech - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.5.U",13.117477097570536,4.413975730378398,4.372595073611869,21.862359121529202,19.483181748369514,135,"(De Facto) Percent of schools with access to EdTech - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR",1.2617432303816403,0.06207076743268478,1.1394649650155024,1.384021495747778,0.003852780169682442,257,"Basic Infrastructure","Global Education Policy Dashboard","World Bank","School survey.  Total score is the sum  of whether a school has:   , Access to adequate drinking water   -Functional toilets that are separate for boys/girls, private, useable, and have hand washing facilities   - Electricity   - Internet   - School is accessible for those with disabilities (road access, a school ramp for wheelchairs, an entrance wide enough for wheelchairs, ramps to classrooms where needed, accessible toilets, and disability screening for seeing, hearing, and learning disabilities with partial credit for having 1 or 2 or the 3).)"
"SE.PRM.INFR.1",1.2617432303816403,0.06207076743268478,1.1394649650155024,1.384021495747778,0.003852780169682442,257,"(De Facto) Average number of infrastructure aspects present in schools","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.1.R",1.0532710558764697,0.08320749772286809,0.8883565004874228,1.2181856112655167,0.006923487677301099,123,"(De Facto) Average number of infrastructure aspects present in schools - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.1.U",1.5388272981090168,0.09006539524492328,1.360391505986856,1.7172630902311774,0.008111775420624249,134,"(De Facto) Average number of infrastructure aspects present in schools - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.2",33.7483248624774,4.9735499659450415,23.95052329337139,43.54612643158342,24.736199263751924,260,"(De Facto) Percent of schools with drinking water","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.2.R",27.07234398030802,6.454479317103583,14.279775810632186,39.86491214998385,41.66030325491793,125,"(De Facto) Percent of schools with drinking water - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.2.U",42.61389847189892,7.662937829813095,27.43223654805761,57.79556039574023,58.720616183580624,135,"(De Facto) Percent of schools with drinking water - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.3",14.142383927836994,2.7532775775692855,8.718477954356553,19.566289901317433,7.580537419145793,259,"(De Facto) Percent of schools with functioning toilets","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.3.R",8.874401256896736,2.9954899757520623,2.9374375091246234,14.811365004668847,8.97296019483109,125,"(De Facto) Percent of schools with functioning toilets - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.3.U",21.20710895523099,5.101101121173164,11.100907602574608,31.31331030788737,26.021232648434108,134,"(De Facto) Percent of schools with functioning toilets - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.4",8.064682052032724,2.3280405825773016,3.4784851043593097,12.650878999706139,5.419772954126862,260,"(De Facto) Percent of schools with access to electricity","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.4.R",0.2375196061269819,0.23850367828009744,-0.23518693040674046,0.7102261426607043,0.056884004553136226,125,"(De Facto) Percent of schools with access to electricity - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.4.U",18.459002533449063,5.4521079591701485,7.657393327332812,29.260611739565313,29.72548119844648,135,"(De Facto) Percent of schools with access to electricity - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.5",1.076404530788997,0.8813021717362751,-0.6597444694660919,2.8125535310440855,0.776693517907075,260,"(De Facto) Percent of schools with access to internet","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.5.R",0,0,0,0,0,125,"(De Facto) Percent of schools with access to internet - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.5.U",2.5058489479700823,2.0558632546573823,-1.5671869537994256,6.57888484973959,4.2265737218504444,135,"(De Facto) Percent of schools with access to internet - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.6",68.50950050613346,1.3460956003498354,65.85771703646276,71.16128397580417,1.8119733652811838,258,"(De Facto) Percent of schools accessible to children with special needs","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.6.R",68.81749334330051,1.714822521858516,65.418770854309,72.21621583229202,2.9406162814732006,123,"(De Facto) Percent of schools accessible to children with special needs - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.6.U",68.10413675967308,2.1938460957446013,63.757731963205345,72.45054155614082,4.812960691813831,135,"(De Facto) Percent of schools accessible to children with special needs - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP",1.2569846919308947,1.1663785116880854,-1.1934856305381432,3.7074550143999323,1.360438832527713,96,"Student Readiness","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1",43.976010954626695,3.3902518928624175,36.85335603094315,51.09866587831024,11.493807897057204,96,"(De Facto) Average developmental score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.F",42.39251960011366,3.9271368572409338,34.02202553039643,50.76301366983089,15.422403895500198,40,"(De Facto) Average developmental score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.M",45.0988034293232,3.8405765178179867,36.995895264169974,53.20171159447642,14.750027989214932,56,"(De Facto) Average developmental score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.R",43.36380658221418,3.5281166187637183,35.84380401846836,50.88380914596,12.447606875596732,84,"(De Facto) Average developmental score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.U",56.23374355371633,3.2088836845102273,NA,NA,10.296934500715933,12,"(De Facto) Average developmental score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2",65.4107935064236,4.829886733397196,55.26357801636164,75.55800899648557,23.32780585744624,96,"(De Facto) Average numeracy score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.F",66.30433364710501,5.244108647292266,55.12678065396783,77.4818866402422,27.500675504605518,40,"(De Facto) Average numeracy score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.M",64.77721875217124,5.132504924052773,53.948579910098495,75.60585759424399,26.34260679542596,56,"(De Facto) Average numeracy score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.R",64.06289999855565,4.918502434556634,53.57936021958527,74.54643977752603,24.19166619873954,84,"(De Facto) Average numeracy score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.U",92.39870626239657,2.7359272275169597,NA,NA,7.485297794268638,12,"(De Facto) Average numeracy score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3",30.26946022162159,3.2009776118106164,23.544455806650543,36.99446463659264,10.246257671312797,96,"(De Facto) Average literacy score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.F",31.131417209535677,4.990394371629066,20.494643393962846,41.76819102510851,24.904035984387065,40,"(De Facto) Average literacy score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.M",29.658279859453064,2.6269071637288324,24.11599020389604,35.20056951501009,6.900641246849858,56,"(De Facto) Average literacy score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.R",29.71648280736348,3.361356364912003,22.551921310907332,36.88104430381963,11.298716611934434,84,"(De Facto) Average literacy score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.U",41.34133357430744,1.6846519453095203,NA,NA,2.838052176835151,12,"(De Facto) Average literacy score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4",33.45478600555704,3.8225296245092446,25.423949267951265,41.485622743162814,14.611732730250786,96,"(De Facto) Average executive funcion score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.F",34.64724490687597,4.071172264520314,25.969746633768587,43.32474317998335,16.57444360739946,40,"(De Facto) Average executive funcion score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.M",32.60925951943517,4.348028393748804,23.43572148144237,41.78279755742797,18.9053509128458,56,"(De Facto) Average executive funcion score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.R",33.00779990209194,4.02797773852715,24.422368581783356,41.59323122240052,16.22460466207029,84,"(De Facto) Average executive funcion score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.U",42.40447074922021,4.482132008609696,NA,NA,20.08950734260359,12,"(De Facto) Average executive funcion score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5",46.76900408490456,6.053619349560114,34.0508217701841,59.48718639962502,36.64630722936861,96,"(De Facto) Average socioemotional score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.F",37.48708263693797,6.9906178700141,22.586933354714375,52.387231919161565,48.86873820456047,40,"(De Facto) Average socioemotional score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.M",53.35045558623334,8.447117178642161,35.52859617495069,71.17231499751598,71.3537886297115,56,"(De Facto) Average socioemotional score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.R",46.66804362084564,6.238121638989523,33.37180208827482,59.964285153416455,38.91416158282934,84,"(De Facto) Average socioemotional score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.U",48.790463628941076,14.574876103039518,NA,NA,212.4270134189524,12,"(De Facto) Average socioemotional score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.ATTD",84.40947177315934,2.0245467539379574,80.42115206223176,88.39779148408692,4.09878955888072,258,"Student Attendance","Global Education Policy Dashboard","World Bank","School Survey.  Percent of 4th grade students who are present during an unannounced visit."
"SE.PRM.ATTD.1",84.40947177315934,2.0245467539379574,80.42115206223176,88.39779148408692,4.09878955888072,258,"(De Facto) Percent of 4th grade students present during an unannounced visit","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.ATTD.1.F",84.40947177315934,2.0245467539379574,80.42115206223176,88.39779148408692,4.09878955888072,258,"(De Facto) Percent of 4th grade students present during an unannounced visit - Female","Global Education Policy Dashboard","World Bank",NA
