"Series","Mean","Standard Error","Lower Bound","Upper Bound","Variance","N","Indicator Name","Source","Source Organization","Source Note"
"SE.PRM.INPT.4.U",82.6945631355605,3.0364282868546337,76.67942208594545,88.70970418517555,9.219896741210967,136,"(De Facto) Percent of classrooms with basic classroom furniture - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.5",2.4139354682043095,0.7529149262798639,0.9307386856225441,3.8971322507860746,0.5668808862150129,261,"(De Facto) Percent of schools with access to EdTech","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.5.R",0,0,0,0,0,125,"(De Facto) Percent of schools with access to EdTech - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.5.U",3.321520194249561,1.0600464632861337,1.2215763149831833,5.4214640735159385,1.1236985043254404,136,"(De Facto) Percent of schools with access to EdTech - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR",1.459008256969208,0.059154974871695284,1.342476540913428,1.575539973024988,0.0034993110520709007,258,"Basic Infrastructure","Global Education Policy Dashboard","World Bank","School survey.  Total score is the sum  of whether a school has:   , Access to adequate drinking water   -Functional toilets that are separate for boys/girls, private, useable, and have hand washing facilities   - Electricity   - Internet   - School is accessible for those with disabilities (road access, a school ramp for wheelchairs, an entrance wide enough for wheelchairs, ramps to classrooms where needed, accessible toilets, and disability screening for seeing, hearing, and learning disabilities with partial credit for having 1 or 2 or the 3).)"
"SE.PRM.INFR.1",1.459008256969208,0.059154974871695284,1.342476540913428,1.575539973024988,0.0034993110520709007,258,"(De Facto) Average number of infrastructure aspects present in schools","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.1.R",1.3265668787387692,0.07341250795669714,1.1810656746285746,1.4720680828489638,0.005389396324492121,123,"(De Facto) Average number of infrastructure aspects present in schools - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.1.U",1.5082807121388817,0.08064445069381433,1.348524676439942,1.6680367478378215,0.006503527427707051,135,"(De Facto) Average number of infrastructure aspects present in schools - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.2",55.538275652595054,4.387502977448028,46.8951606437422,64.1813906614479,19.25018237711531,261,"(De Facto) Percent of schools with drinking water","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.2.R",50.35996970377648,4.900358794496802,40.64761788503955,60.072321522513406,24.013516314802153,125,"(De Facto) Percent of schools with drinking water - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.2.U",57.48520068345889,5.892938901481777,45.81133410718119,69.1590672597366,34.72672889659726,136,"(De Facto) Percent of schools with drinking water - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.3",15.489653827387723,2.5603910332879454,10.445838636357362,20.533469018418085,6.555602243341313,260,"(De Facto) Percent of schools with functioning toilets","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.3.R",12.078547827293818,3.509897505177495,5.122045079724836,19.0350505748628,12.319380496851203,125,"(De Facto) Percent of schools with functioning toilets - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.3.U",16.7749853028731,3.3122103495292854,10.213522111179667,23.336448494566536,10.970737399528911,135,"(De Facto) Percent of schools with functioning toilets - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.4",7.416813588414301,1.8374936152522305,3.797062507608118,11.036564669220484,3.3763827860927123,261,"(De Facto) Percent of schools with access to electricity","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.4.R",0.31826598244896204,0.3212007914629014,-0.3183435439081361,0.9548755088060601,0.1031699484363943,125,"(De Facto) Percent of schools with access to electricity - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.4.U",10.085705722913543,2.472791209580727,5.187125382231721,14.984286063595366,6.1146963661797145,136,"(De Facto) Percent of schools with access to electricity - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.5",0.35548263160945587,0.25808955293745206,-0.15293814897752173,0.8639034121964335,0.06661021733545387,261,"(De Facto) Percent of schools with access to internet","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.5.R",0,0,0,0,0,125,"(De Facto) Percent of schools with access to internet - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.5.U",0.48913600017407344,0.3571327997566221,-0.21834132549834884,1.1966133258464957,0.12754383666200353,136,"(De Facto) Percent of schools with access to internet - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.6",66.66686871340437,1.4442706500936178,63.82174304697565,69.51199437983308,2.085917710721841,259,"(De Facto) Percent of schools accessible to children with special needs","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.6.R",69.09431634979853,1.7624221888018268,65.6012528684031,72.58737983119397,3.106131971581022,123,"(De Facto) Percent of schools accessible to children with special needs - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.6.U",65.76577081482901,1.8428338465739538,62.115131158316785,69.41641047134124,3.3960365860785546,136,"(De Facto) Percent of schools accessible to children with special needs - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP",17.46293123125728,3.8873720552583984,9.804880083987378,25.12098237852718,15.111661496003904,782,"Student Readiness","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1",55.27051488544739,2.407766123807008,50.527260094119676,60.013769676775105,5.797337706952623,782,"(De Facto) Average developmental score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.F",52.53707693611197,3.195352482057313,46.238681686529624,58.83547218569432,10.210277484589831,347,"(De Facto) Average developmental score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.M",57.82345657530572,2.872187654754992,52.16403140091866,63.48288174969278,8.24946192412698,435,"(De Facto) Average developmental score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.R",52.20811508573159,5.340131162884323,41.62414872996619,62.792081441497,28.517000836808275,375,"(De Facto) Average developmental score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.U",56.60586503398972,2.574872294628696,51.504578615870386,61.70715145210906,6.629967333646447,407,"(De Facto) Average developmental score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2",79.92950578394546,2.5043484332926416,74.9959856268517,84.86302594103921,6.271761075335308,782,"(De Facto) Average numeracy score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.F",77.31203986257395,4.226383414988026,68.98136793409381,85.6427117910541,17.86231677048585,347,"(De Facto) Average numeracy score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.M",82.37413339075738,2.0571562659940765,78.32066496917261,86.42760181234215,4.231891902718692,435,"(De Facto) Average numeracy score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.R",69.00858852829195,6.092862076650628,56.932733972922094,81.08444308366181,37.12296828508741,375,"(De Facto) Average numeracy score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.U",84.69153864487653,2.062672669568665,80.60501206402569,88.77806522572737,4.254618541785523,407,"(De Facto) Average numeracy score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3",45.19495101030313,2.4978871691586657,40.274159424210715,50.11574259639554,6.239440309847493,782,"(De Facto) Average literacy score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.F",41.779934543829036,3.1558095143170477,35.5594828831209,48.00038620453717,9.959133690654001,347,"(De Facto) Average literacy score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.M",48.384464754682824,2.980982589351828,42.51066751770306,54.258261991662586,8.886257198018727,435,"(De Facto) Average literacy score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.R",43.81623480449148,5.1152800530913005,33.677916038367016,53.95455357061594,26.16609002155374,375,"(De Facto) Average literacy score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.U",45.796136032062584,2.8234307991306,40.2024103866586,51.38986167746657,7.971761477479259,407,"(De Facto) Average literacy score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4",47.159575315765345,3.5224671117692488,40.22038016720324,54.09877046432745,12.407774553495994,782,"(De Facto) Average executive funcion score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.F",44.13020845314341,5.3397690598523635,33.60492954595157,54.65548736033525,28.513133612556594,347,"(De Facto) Average executive funcion score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.M",49.98890493685413,4.732222809250672,40.66442335113877,59.31338652256948,22.39393271639232,435,"(De Facto) Average executive funcion score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.R",54.11901478923538,6.571203399638631,41.095103282705765,67.142926295765,43.180714119422305,375,"(De Facto) Average executive funcion score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.U",44.12493283194203,4.124967505716389,35.95262822639304,52.29723743749103,17.015356923216086,407,"(De Facto) Average executive funcion score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5",48.79802743177564,3.5930487619214273,41.71978773608999,55.87626712746128,12.909999405545102,782,"(De Facto) Average socioemotional score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.F",46.92612488490148,4.345756955871044,38.36015442611981,55.492095343683154,18.885603519501565,347,"(De Facto) Average socioemotional score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.M",50.54632321892855,4.599527198077105,41.4833081433011,59.609338294556,21.155650445851027,435,"(De Facto) Average socioemotional score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.R",41.888622220907564,7.118987092240209,27.779021244233817,55.99822319758131,50.67997721948271,375,"(De Facto) Average socioemotional score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.U",51.81085262707772,4.129552509439751,43.629464302204156,59.99224095195129,17.053203928220146,407,"(De Facto) Average socioemotional score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.ATTD",89.18589047503568,1.3082616439380046,86.6086943093925,91.76308664067885,1.7115485289993704,259,"Student Attendance","Global Education Policy Dashboard","World Bank","School Survey.  Percent of 4th grade students who are present during an unannounced visit."
